01.10.2011 23:00;0;6;18;83;761;14297,4;3574,35
01.10.2011 22:00;0;6;18;88;761;17108;4277
01.10.2011 21:00;0;6;18;88;761;18330;4582,5
01.10.2011 20:00;0;5;18;94;761;19142,5;4785,625
01.10.2011 19:00;0;6;18;94;761;18330;4582,5
01.10.2011 18:00;0;7;19;88;761;15066;3013,2
01.10.2011 17:00;0;6;20;88;760;13442;2016,3
01.10.2011 16:00;0;6;20;88;760;12408;1861,2
01.10.2011 15:00;0;6;19;100;760;13536;2707,2
01.10.2011 14:00;1;6;19;100;760;13857,48;2771,496
01.10.2011 13:00;1;4;21;94;760;11088;1108,8
01.10.2011 12:00;1;4;20;94;760;11753,28;1762,992
01.10.2011 11:00;0;5;20;94;759;11495;1724,25
01.10.2011 10:00;0;4;20;94;759;11827,2;1774,08
01.10.2011 9:00;1;4;19;100;759;15120;3024
01.10.2011 8:00;1;4;18;100;759;17035,2;4258,8
01.10.2011 7:00;1;3;19;100;758;14299,74;2859,948
01.10.2011 6:00;0;3;19;100;759;9079,2;1815,84
01.10.2011 5:00;0;4;19;94;758;7488;1497,6
01.10.2011 4:00;0;4;18;100;758;6489,6;1622,4
01.10.2011 3:00;0;4;18;100;758;6489,6;1622,4
01.10.2011 2:00;0;2;19;94;758;6115,2;1223,04
01.10.2011 1:00;0;3;19;94;759;7566;1513,2
01.10.2011 0:00;0;2;19;94;758;9172,8;1834,56
30.09.2011 23:00;0;3;20;88;758;12483,9;1872,585
30.09.2011 22:00;0;3;22;78;759;14938;2240,7
30.09.2011 21:00;0;2;22;78;758;16170;2425,5
30.09.2011 20:00;0;2;23;73;758;18228;3645,6
30.09.2011 19:00;1;5;24;69;758;19451,25;4862,8125
30.09.2011 18:00;0;0;28;58;758;22950;10327,5
30.09.2011 17:00;0;0;28;51;758;22100;9945
30.09.2011 16:00;0;2;28;58;758;19992;8996,4
30.09.2011 15:00;0;2;27;54;758;18816;7526,4
30.09.2011 14:00;0;1;27;65;758;18532,8;7413,12
30.09.2011 13:00;0;0;25;78;758;15400;4620
30.09.2011 12:00;0;2;23;88;758;12465,6;2493,12
30.09.2011 11:00;0;2;23;94;758;12936;2587,2
30.09.2011 10:00;0;2;21;100;758;10976;1097,6
30.09.2011 9:00;0;1;20;100;758;13612,5;2041,875
30.09.2011 8:00;0;2;20;100;758;14014;2102,1
30.09.2011 7:00;0;2;20;100;758;12612,6;1891,89
30.09.2011 6:00;0;2;19;95;758;9172,8;1834,56
30.09.2011 5:00;0;2;19;100;758;7644;1528,8
30.09.2011 4:00;0;2;19;100;758;6115,2;1223,04
30.09.2011 3:00;0;1;20;100;758;5662,8;849,42
30.09.2011 2:00;0;1;20;100;758;5662,8;849,42
30.09.2011 1:00;0;2;21;94;758;6370;637
30.09.2011 0:00;0;2;21;100;758;7644;764,4
29.09.2011 23:00;1;3;21;94;758;11916,45;1191,645
29.09.2011 22:00;1;4;22;83;758;15523,2;2328,48
29.09.2011 21:00;1;3;22;83;758;16805,25;2520,7875
29.09.2011 20:00;1;4;23;78;758;18748,8;3749,76
29.09.2011 19:00;0;4;23;78;758;17280;3456
29.09.2011 18:00;0;3;25;65;758;18333;5499,9
29.09.2011 17:00;0;6;25;65;758;17108;5132,4
29.09.2011 16:00;0;5;24;69;758;14820;3705
29.09.2011 15:00;0;4;23;78;758;13824;2764,8
29.09.2011 14:00;0;4;22;83;758;12355,2;1853,28
29.09.2011 13:00;0;5;21;88;758;10450;1045
29.09.2011 12:00;0;3;21;88;758;10282;1028,2
29.09.2011 11:00;0;2;21;88;758;10780;1078
29.09.2011 10:00;0;2;21;88;758;10976;1097,6
29.09.2011 9:00;0;3;20;94;758;13337,5;2000,625
29.09.2011 8:00;0;4;20;88;758;13728;2059,2
29.09.2011 7:00;0;4;20;88;758;12355,2;1853,28
29.09.2011 6:00;1;4;19;100;758;9434,88;1886,976
29.09.2011 5:00;0;5;20;83;757;6792,5;1018,875
29.09.2011 4:00;0;5;20;83;758;5434;815,1
29.09.2011 3:00;0;3;20;78;758;5548,4;832,26
29.09.2011 2:00;0;3;22;69;758;5548,4;832,26
29.09.2011 1:00;0;4;23;73;758;7488;1497,6
29.09.2011 0:00;0;2;23;73;758;9172,8;1834,56
28.09.2011 23:00;0;0;24;65;757;15210;3802,5
28.09.2011 22:00;0;2;25;57;757;15366,4;4609,92
28.09.2011 21:00;0;2;24;65;757;15288;3822
28.09.2011 20:00;0;2;25;65;757;17012,8;5103,84
28.09.2011 19:00;0;2;26;57;757;17640;6174
28.09.2011 18:00;0;3;27;54;757;16761,6;6704,64
28.09.2011 17:00;0;4;28;51;757;16972,8;7637,76
28.09.2011 16:00;0;4;28;51;757;15667,2;7050,24
28.09.2011 15:00;0;2;28;45;757;15993,6;7197,12
28.09.2011 14:00;0;2;28;48;758;15593,76;7017,192
28.09.2011 13:00;0;2;27;54;758;13798,4;5519,36
28.09.2011 12:00;0;3;25;65;758;11515,84;3454,752
28.09.2011 11:00;0;3;24;83;757;11096,8;2774,2
28.09.2011 10:00;0;2;24;78;757;11415,04;2853,76
28.09.2011 9:00;0;1;21;94;757;9900;990
28.09.2011 8:00;0;1;20;100;756;11325,6;1698,84
28.09.2011 7:00;0;2;19;100;757;11007,36;2201,472
28.09.2011 6:00;0;0;19;100;756;7488;1497,6
28.09.2011 5:00;1;2;20;100;756;7357,35;1103,6025
28.09.2011 4:00;0;0;20;100;757;5720;858
28.09.2011 3:00;0;0;20;100;757;5720;858
28.09.2011 2:00;0;1;20;94;756;5662,8;849,42
28.09.2011 1:00;0;0;21;88;756;6500;650
28.09.2011 0:00;0;2;22;83;756;8408,4;1261,26
27.09.2011 23:00;0;0;22;78;756;12870;1930,5
27.09.2011 22:00;0;2;23;73;756;13171,2;2634,24
27.09.2011 21:00;0;2;23;73;756;14112;2822,4
27.09.2011 20:00;0;3;25;65;756;16839,2;5051,76
27.09.2011 19:00;0;4;26;61;756;17280;6048
27.09.2011 18:00;0;3;27;58;756;16761,6;6704,64
27.09.2011 17:00;0;5;27;58;756;15808;6323,2
27.09.2011 16:00;0;4;27;54;756;14745,6;5898,24
27.09.2011 15:00;0;5;27;58;757;14592;5836,8
27.09.2011 14:00;0;4;26;57;757;13478,4;4717,44
27.09.2011 13:00;0;4;26;57;757;12672;4435,2
27.09.2011 12:00;0;4;25;65;757;11397,12;3419,136
27.09.2011 11:00;0;5;24;65;757;10868;2717
27.09.2011 10:00;0;4;22;73;758;9461,76;1419,264
27.09.2011 9:00;0;4;22;73;758;10560;1584
27.09.2011 8:00;0;3;18;88;758;13114,4;3278,6
27.09.2011 7:00;0;3;18;88;758;11802,96;2950,74
27.09.2011 6:00;0;2;17;94;758;8561,28;2568,384
27.09.2011 5:00;0;2;17;88;758;8918;2675,4
27.09.2011 4:00;0;1;17;88;758;7207,2;2162,16
27.09.2011 3:00;0;2;18;83;758;6624,8;1656,2
27.09.2011 2:00;0;2;18;77;758;6624,8;1656,2
27.09.2011 1:00;0;2;18;83;759;8281;2070,25
27.09.2011 0:00;0;2;17;82;759;10701,6;3210,48
26.09.2011 23:00;0;2;18;77;759;14905,8;3726,45
26.09.2011 22:00;0;1;19;68;759;16632;3326,4
26.09.2011 21:00;0;2;20;60;759;16170;2425,5
26.09.2011 20:00;0;3;21;56;759;15035;1503,5
26.09.2011 19:00;0;3;22;53;759;16005;2400,75
26.09.2011 18:00;0;4;23;50;759;15552;3110,4
26.09.2011 17:00;0;4;23;50;760;14976;2995,2
26.09.2011 16:00;0;4;23;53;760;13824;2764,8
26.09.2011 15:00;0;4;23;50;760;13824;2764,8
26.09.2011 14:00;0;4;22;53;761;12355,2;1853,28
26.09.2011 13:00;0;4;22;53;761;11616;1742,4
26.09.2011 12:00;0;4;21;56;761;10176;1017,6
26.09.2011 11:00;0;3;20;56;761;11737;1760,55
26.09.2011 10:00;0;4;19;56;761;12902,4;2580,48
26.09.2011 9:00;0;3;18;64;761;15762,5;3940,625
26.09.2011 8:00;0;3;16;77;761;18915;6620,25
26.09.2011 7:00;0;1;13;100;761;20849,4;10424,7
26.09.2011 6:00;0;1;12;94;761;14671,8;8069,49
26.09.2011 5:00;0;1;12;94;761;12226,5;6724,575
26.09.2011 4:00;0;1;12;100;761;9781,2;5379,66
26.09.2011 3:00;0;1;13;94;761;9266,4;4633,2
26.09.2011 2:00;0;2;14;88;761;8663,2;3898,44
26.09.2011 1:00;0;1;14;88;761;10939,5;4922,775
26.09.2011 0:00;0;1;15;82;761;12355,2;4942,08
25.09.2011 23:00;0;2;16;77;761;17199;6019,65
25.09.2011 22:00;0;0;16;82;761;21000;7350
25.09.2011 21:00;0;1;17;77;761;20790;6237
25.09.2011 20:00;0;2;19;68;761;18228;3645,6
25.09.2011 19:00;0;2;19;64;761;17640;3528
25.09.2011 18:00;0;3;20;64;761;14404,5;2160,675
25.09.2011 17:00;0;4;21;56;761;12480;1248
